order_number,line_number,product_id,quantity,unit_price,line_amount,op,change_ts,_ingested_at
500471,3,4020,10,680.13,6801.3,I,2026-07-20 01:51:24-05:00,2026-07-21T06:15:00Z
500471,4,4015,50,398.82,19941.0,I,2026-07-20 05:59:46-05:00,2026-07-21T06:15:00Z
500471,5,4043,5,196.26,981.3,I,2026-07-20 07:11:18-05:00,2026-07-21T06:15:00Z
500473,1,4035,2,189.73,379.46,I,2026-07-20 13:10:29-05:00,2026-07-21T06:15:00Z
500473,2,4023,10,104.84,1048.4,I,2026-07-20 20:55:15-05:00,2026-07-21T06:15:00Z
500473,3,4023,1,104.84,104.84,I,2026-07-20 09:04:15-05:00,2026-07-21T06:15:00Z
500473,4,4026,1,360.6,360.6,I,2026-07-20 06:18:24-05:00,2026-07-21T06:15:00Z
500477,1,4053,2,365.63,731.26,I,2026-07-20 10:35:15-05:00,2026-07-21T06:15:00Z
500477,2,4060,1,143.54,143.54,I,2026-07-20 13:54:25-05:00,2026-07-21T06:15:00Z
500479,1,4053,2,365.63,731.26,I,2026-07-20 05:49:41-05:00,2026-07-21T06:15:00Z
500479,2,4004,1,581.59,581.59,I,2026-07-20 01:31:30-05:00,2026-07-21T06:15:00Z
500479,3,4017,2,615.12,1230.24,I,2026-07-20 23:13:03-05:00,2026-07-21T06:15:00Z
500479,4,4003,5,557.28,2786.4,I,2026-07-20 11:25:28-05:00,2026-07-21T06:15:00Z
500480,1,4024,25,192.96,4824.0,I,2026-07-20 09:35:51-05:00,2026-07-21T06:15:00Z
500480,2,4024,2,192.96,385.92,I,2026-07-20 22:56:25-05:00,2026-07-21T06:15:00Z
500480,3,4027,5,45.18,225.9,I,2026-07-20 06:08:31-05:00,2026-07-21T06:15:00Z
500480,4,4055,1,490.56,490.56,I,2026-07-20 01:09:17-05:00,2026-07-21T06:15:00Z
500484,1,4047,5,301.89,1509.45,I,2026-07-20 13:36:56-05:00,2026-07-21T06:15:00Z
500484,2,4038,5,465.24,2326.2,I,2026-07-20 21:29:13-05:00,2026-07-21T06:15:00Z
500485,1,4013,25,658.18,16454.5,I,2026-07-20 21:44:24-05:00,2026-07-21T06:15:00Z
500485,2,4025,1,121.46,121.46,I,2026-07-20 16:53:20-05:00,2026-07-21T06:15:00Z
500485,3,4029,2,54.95,109.9,I,2026-07-20 07:48:26-05:00,2026-07-21T06:15:00Z
500485,4,4039,10,165.95,1659.5,I,2026-07-20 21:44:09-05:00,2026-07-21T06:15:00Z
500486,1,4013,25,658.18,16454.5,I,2026-07-20 05:37:53-05:00,2026-07-21T06:15:00Z
500486,2,4003,5,557.28,2786.4,I,2026-07-20 01:00:04-05:00,2026-07-21T06:15:00Z
500486,3,4003,10,557.28,5572.8,I,2026-07-20 18:11:47-05:00,2026-07-21T06:15:00Z
500489,1,4001,2,124.88,249.76,I,2026-07-20 12:54:01-05:00,2026-07-21T06:15:00Z
500489,2,4046,2,235.48,470.96,I,2026-07-20 09:03:09-05:00,2026-07-21T06:15:00Z
500489,3,4015,1,398.82,398.82,I,2026-07-20 21:27:55-05:00,2026-07-21T06:15:00Z
500491,1,4034,10,312.66,3126.6,I,2026-07-20 18:50:39-05:00,2026-07-21T06:15:00Z
500492,1,4042,10,345.92,3459.2,I,2026-07-20 14:48:29-05:00,2026-07-21T06:15:00Z
500493,1,4037,1,362.73,362.73,I,2026-07-20 04:16:43-05:00,2026-07-21T06:15:00Z
500493,2,4013,1,658.18,658.18,I,2026-07-20 09:08:44-05:00,2026-07-21T06:15:00Z
500496,1,4001,1,124.88,124.88,I,2026-07-20 16:26:03-05:00,2026-07-21T06:15:00Z
500496,2,4038,2,465.24,930.48,I,2026-07-20 11:04:47-05:00,2026-07-21T06:15:00Z
500496,3,4021,10,879.08,8790.8,I,2026-07-20 07:29:11-05:00,2026-07-21T06:15:00Z
500499,1,4004,2,581.59,1163.18,I,2026-07-20 22:31:30-05:00,2026-07-21T06:15:00Z
500499,2,4023,25,104.84,2621.0,I,2026-07-20 10:30:15-05:00,2026-07-21T06:15:00Z
500499,3,4005,2,214.31,428.62,I,2026-07-20 19:33:05-05:00,2026-07-21T06:15:00Z
500502,1,4018,1,726.3,726.3,I,2026-07-20 21:43:38-05:00,2026-07-21T06:15:00Z
500502,2,4036,5,296.75,1483.75,I,2026-07-20 10:43:06-05:00,2026-07-21T06:15:00Z
500502,3,4011,25,391.91,9797.75,I,2026-07-20 17:17:36-05:00,2026-07-21T06:15:00Z
500502,4,4001,10,124.88,1248.8,I,2026-07-20 01:20:30-05:00,2026-07-21T06:15:00Z
500506,1,4037,25,362.73,9068.25,I,2026-07-20 17:29:27-05:00,2026-07-21T06:15:00Z
500509,1,4017,25,615.12,15378.0,I,2026-07-20 16:08:06-05:00,2026-07-21T06:15:00Z
500509,2,4028,25,20.05,501.25,I,2026-07-20 01:33:54-05:00,2026-07-21T06:15:00Z
500509,3,4049,2,732.87,1465.74,I,2026-07-20 16:51:20-05:00,2026-07-21T06:15:00Z
500512,1,4012,10,295.52,2955.2,I,2026-07-20 18:47:10-05:00,2026-07-21T06:15:00Z
500512,2,4036,50,296.75,14837.5,I,2026-07-20 10:13:44-05:00,2026-07-21T06:15:00Z
500512,3,4058,5,236.27,1181.35,I,2026-07-20 21:14:51-05:00,2026-07-21T06:15:00Z
500515,1,4042,25,345.92,8648.0,I,2026-07-20 03:59:51-05:00,2026-07-21T06:15:00Z
500515,2,4026,5,360.6,1803.0,I,2026-07-20 06:43:58-05:00,2026-07-21T06:15:00Z
500516,1,4029,5,54.95,274.75,I,2026-07-20 06:22:40-05:00,2026-07-21T06:15:00Z
500516,2,4026,5,360.6,1803.0,I,2026-07-20 15:58:47-05:00,2026-07-21T06:15:00Z
500516,3,4022,5,609.94,3049.7,I,2026-07-20 20:16:12-05:00,2026-07-21T06:15:00Z
500516,4,4016,10,549.59,5495.9,I,2026-07-20 19:29:23-05:00,2026-07-21T06:15:00Z
500516,5,4054,5,639.83,3199.15,I,2026-07-20 16:40:28-05:00,2026-07-21T06:15:00Z
500517,1,4013,25,658.18,16454.5,I,2026-07-20 21:16:13-05:00,2026-07-21T06:15:00Z
500519,1,4031,5,257.71,1288.55,I,2026-07-20 17:33:36-05:00,2026-07-21T06:15:00Z
500519,2,4060,5,143.54,717.7,I,2026-07-20 23:34:10-05:00,2026-07-21T06:15:00Z
500523,1,4014,10,286.38,2863.8,I,2026-07-20 08:39:17-05:00,2026-07-21T06:15:00Z
500523,2,4038,2,465.24,930.48,I,2026-07-20 08:58:21-05:00,2026-07-21T06:15:00Z
500523,3,4034,1,312.66,312.66,I,2026-07-20 03:47:20-05:00,2026-07-21T06:15:00Z
500527,1,4055,2,490.56,981.12,I,2026-07-20 16:58:01-05:00,2026-07-21T06:15:00Z
500530,1,4051,1,252.75,252.75,I,2026-07-20 21:50:18-05:00,2026-07-21T06:15:00Z
500530,2,4007,10,11.53,115.3,I,2026-07-20 07:30:11-05:00,2026-07-21T06:15:00Z
500530,3,4057,5,230.99,1154.95,I,2026-07-20 07:35:41-05:00,2026-07-21T06:15:00Z
500532,1,4007,25,11.53,288.25,I,2026-07-20 18:06:59-05:00,2026-07-21T06:15:00Z
500532,2,4056,1,351.68,351.68,I,2026-07-20 15:49:56-05:00,2026-07-21T06:15:00Z
500532,3,4045,1,474.25,474.25,I,2026-07-20 04:19:54-05:00,2026-07-21T06:15:00Z
500536,1,4055,5,490.56,2452.8,I,2026-07-20 17:08:27-05:00,2026-07-21T06:15:00Z
500536,2,4004,5,581.59,2907.95,I,2026-07-20 15:38:17-05:00,2026-07-21T06:15:00Z
500536,3,4059,1,461.8,461.8,I,2026-07-20 01:53:15-05:00,2026-07-21T06:15:00Z
500540,1,4049,50,732.87,36643.5,I,2026-07-20 04:35:26-05:00,2026-07-21T06:15:00Z
500540,2,4033,2,169.48,338.96,I,2026-07-20 05:29:01-05:00,2026-07-21T06:15:00Z
500542,1,4018,25,726.3,18157.5,I,2026-07-20 18:04:05-05:00,2026-07-21T06:15:00Z
500542,2,4010,2,236.48,472.96,I,2026-07-20 15:37:08-05:00,2026-07-21T06:15:00Z
500542,3,4045,1,474.25,474.25,I,2026-07-20 06:42:12-05:00,2026-07-21T06:15:00Z
500545,1,4057,2,230.99,461.98,I,2026-07-20 17:11:10-05:00,2026-07-21T06:15:00Z
500545,2,4059,1,461.8,461.8,I,2026-07-20 05:18:08-05:00,2026-07-21T06:15:00Z
500545,3,4031,1,257.71,257.71,I,2026-07-20 18:44:00-05:00,2026-07-21T06:15:00Z
500549,1,4009,25,378.73,9468.25,I,2026-07-20 10:50:08-05:00,2026-07-21T06:15:00Z
500549,2,4053,5,365.63,1828.15,I,2026-07-20 14:42:00-05:00,2026-07-21T06:15:00Z
500551,1,4030,1,38.55,38.55,I,2026-07-20 03:38:51-05:00,2026-07-21T06:15:00Z
500551,2,4040,10,371.54,3715.4,I,2026-07-20 18:56:40-05:00,2026-07-21T06:15:00Z
500551,3,4058,10,236.27,2362.7,I,2026-07-20 08:45:52-05:00,2026-07-21T06:15:00Z
500551,4,4037,2,362.73,725.46,I,2026-07-20 19:17:36-05:00,2026-07-21T06:15:00Z
500552,1,4015,50,398.82,19941.0,I,2026-07-20 13:03:18-05:00,2026-07-21T06:15:00Z
500552,2,4040,1,371.54,371.54,I,2026-07-20 17:50:14-05:00,2026-07-21T06:15:00Z
500552,3,4036,2,296.75,593.5,I,2026-07-20 10:18:56-05:00,2026-07-21T06:15:00Z
500552,4,4009,5,378.73,1893.65,I,2026-07-20 22:14:41-05:00,2026-07-21T06:15:00Z
500552,5,4010,2,236.48,472.96,I,2026-07-20 04:37:56-05:00,2026-07-21T06:15:00Z
500552,6,4033,25,169.48,4237.0,I,2026-07-20 02:01:17-05:00,2026-07-21T06:15:00Z
500556,1,4004,1,581.59,581.59,I,2026-07-20 22:55:17-05:00,2026-07-21T06:15:00Z
500556,2,4033,10,169.48,1694.8,I,2026-07-20 11:39:52-05:00,2026-07-21T06:15:00Z
500560,1,4056,10,351.68,3516.8,I,2026-07-20 19:05:57-05:00,2026-07-21T06:15:00Z
500560,2,4017,5,615.12,3075.6,I,2026-07-20 03:27:41-05:00,2026-07-21T06:15:00Z
500562,1,4011,2,391.91,783.82,I,2026-07-20 05:53:32-05:00,2026-07-21T06:15:00Z
500566,1,4007,2,11.53,23.06,I,2026-07-20 10:40:48-05:00,2026-07-21T06:15:00Z
500566,2,4049,2,732.87,1465.74,I,2026-07-20 02:08:21-05:00,2026-07-21T06:15:00Z
500566,3,4003,10,557.28,5572.8,I,2026-07-20 15:32:59-05:00,2026-07-21T06:15:00Z
500566,4,4036,25,296.75,7418.75,I,2026-07-20 17:14:00-05:00,2026-07-21T06:15:00Z
500566,5,4046,25,235.48,5887.0,I,2026-07-20 11:01:02-05:00,2026-07-21T06:15:00Z
500570,1,4012,2,295.52,591.04,I,2026-07-20 11:11:38-05:00,2026-07-21T06:15:00Z
500570,2,4040,2,371.54,743.08,I,2026-07-20 11:49:50-05:00,2026-07-21T06:15:00Z
500570,3,4021,50,879.08,43954.0,I,2026-07-20 07:08:48-05:00,2026-07-21T06:15:00Z
500574,1,4040,25,371.54,9288.5,I,2026-07-20 21:39:18-05:00,2026-07-21T06:15:00Z
500574,2,4056,25,351.68,8792.0,I,2026-07-20 09:43:44-05:00,2026-07-21T06:15:00Z
500575,1,4020,50,680.13,34006.5,I,2026-07-20 21:20:20-05:00,2026-07-21T06:15:00Z
500576,1,4045,50,474.25,23712.5,I,2026-07-20 17:07:00-05:00,2026-07-21T06:15:00Z
500576,2,4022,25,609.94,15248.5,I,2026-07-20 13:59:25-05:00,2026-07-21T06:15:00Z
500576,3,4038,2,465.24,930.48,I,2026-07-20 06:13:37-05:00,2026-07-21T06:15:00Z
500578,1,4011,25,391.91,9797.75,I,2026-07-20 17:46:31-05:00,2026-07-21T06:15:00Z
500578,2,4035,5,189.73,948.65,I,2026-07-20 04:44:33-05:00,2026-07-21T06:15:00Z
500578,3,4005,2,214.31,428.62,I,2026-07-20 08:00:51-05:00,2026-07-21T06:15:00Z
